arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0002436,24.06.2026,MANDI009,सरसों,Pusa-1121,222.78 qtl,,92
ARR0009151,7/5/2026,MANDI045,Kanak,HD-2967,28064,Kgs,25
ARR0011489,3/14/2026,MANDI047,Maize,Local,"24,394.0 KG",,125
ARR0021080,22/03/2026,MANDI-030,cotton,Local,301.81,Quintals,77
ARR0007827,4/23/2026,mandi004,Gehun,Local,"18,574.0 KG",,16
ARR0016426,1/7/2026,MANDI030,Paddy,Pusa-1121,26458,KG,55
ARR0004346,2/6/2026,mandi_008,Narma,Premium,214.42,Qtl,133
ARR0022927,12-Jan-26,MANDI037,mustard,Pusa-1121,14635,KGS,NA
ARR0011833,6-Aug-26,MANDI034,Sarso,Local,330.86,qtl,NA
ARR0005654,21.02.2026,MANDI017,Kanak,,38.59 qtl,,NA
ARR0023895,1/15/2026,MANDI057,Makka,Local,42.122,T,14
ARR0015493,3/28/2026,MANDI028,सरसों,,78.01 qtl,,145
ARR0024282,3/13/2026,mandi_015,सरसों,Hybrid,314.65,Q,100
ARR0009721,22/04/2026,MANDI021,Cotton,Hybrid,18973,KGS,NA
ARR0010629,04.01.2026,mandi_054,Sarso,HD-2967,174.98,qtl,59
ARR0013298,6/14/2026,mandi_049,Paddy,Local,162.34 qtl,,6
ARR0000284,22-Jun-26,MANDI016,Gehun,Pusa-1121,27817,kg,NA
ARR0004654,7-Jan-26,MANDI028,Chawal,Local,7206,KG,114
ARR0006036,4/30/2026,7,मक्का,Pusa-1121,284.89,Qtl,140
ARR0013682,4/26/2026,MANDI033,Basmati,HD-2967,329.87,quintal,84
ARR0011616,22-Jun-26,MANDI020,Sugarcane,PBW-343,403.47 qtl,,NA
ARR0001511,21/03/2026,M015,गन्ना,Local,32.786,tonnes,145
ARR0010924,3/30/2026,MANDI042,Makka,Hybrid,30.629,Tonnes,118
ARR0004580,3-Mar-26,MANDI052,Basmati,Hybrid,4.345,Tonnes,39
ARR0017060,12-Jun-26,mandi_057,गेहूं,PBW-343,20.062,tonnes,NA
ARR0021804,8/6/2026,MANDI008,Sugarcane,PBW-343,46133,kg,141
ARR0008981,02.02.2026,mandi009,Sugarcane,HD-2967,32951,KG,114
ARR0001423,8/12/2026,M038,sugarcane,Local,11491,kg,65
ARR0019434,25.07.2026,mandi_039,Maize,,114.66 qtl,,145
ARR0023481,1/24/2026,MANDI025,WHEAT,Premium,325,qtl,84
,2/12/2026,mandi_014,Kapas,,42.569,MT,63
ARR0011243,5/21/2026,MANDI039,Chawal,Local,"48,826.0 KG",,28
ARR0019074,15-Jan-26,mandi011,Maize,Local,356.9,Q,27
ARR0006528,3/11/2026,mandi_018,Chawal,PBW-343,288.86 qtl,,32
ARR0015957,17/04/2026,mandi_022,Gehun,,343.8,Qtl,96
ARR0010698,9-Feb-26,MANDI029,Sarso,Hybrid,444.42,quintal,30
ARR0022312,16.03.2026,mandi_045,Dhaan,Pusa-1121,310.43,quintal,80
ARR0022980,8/11/2026,48,गन्ना,HD-2967,265.05,Q,137
ARR0002360,7-Aug-26,mandi032,paddy,HD-2967,365.7 qtl,,66
ARR0002158,4/24/2026,MANDI013,Makka,Local,7.285,MT,NA
ARR0006441,5/31/2026,MANDI-045,Maize,Pusa-1121,67.75,Quintals,93
ARR0023690,4/26/2026,12,गन्ना,HD-2967,196.87 qtl,,NA
,7/10/2026,MANDI036,Sarson,PBW-343,49.941,T,8
ARR0023480,8-May-26,MANDI035,Rice,Hybrid,416.66,Q,86
ARR0006353,07.03.2026,MANDI019,Mustard,Pusa-1121,41.755,T,25
ARR0014875,02.03.2026,MANDI-012,WHEAT,Premium,146.05 qtl,,129
ARR0023428,15-Aug-26,MANDI002,चावल,Premium,46.72 qtl,,57
ARR0005054,10/8/2026,MANDI017,Ganna,Hybrid,398.4,quintal,90
ARR0003411,22/06/2026,MANDI-051,Dhaan,PBW-343,27251,KGS,67
ARR0023999,15/07/2026,MANDI-040,Kanak,PBW-343,46.368,T,NA
ARR0004472,22.03.2026,MANDI004,Wheat,,332.55,qtl,NA
ARR0001348,5/4/2026,36,Cotton,Pusa-1121,17.359,MT,5
ARR0020572,6/27/2026,MANDI056,wheat,,"23,094.0 KG",,34
ARR0021537,2/3/2026,MANDI003,Makka,PBW-343,48.844,T,67
ARR0008138,8/27/2026,mandi033,wheat,,114.36,qtl,17
ARR0002141,11.05.2026,MANDI-022,Mustard,PBW-343,"13,407.0 KG",,112
ARR0017898,8/15/2026,mandi_043,धान,,231.61,Qtl,114
ARR0013746,4/20/2026,MANDI028,paddy,HD-2967,49.359,MT,42
ARR0004102,7/5/2026,MANDI051,Maize,Premium,170.15,Q,44
ARR0019081,6/5/2026,MANDI003,Paddy,,29614,KG,NA
ARR0010825,24.03.2026,MANDI012,कपास,HD-2967,2811,Kgs,138
,18.03.2026,MANDI026,WHEAT,HD-2967,254.08,Quintals,NA
ARR0021816,01.06.2026,MANDI037,Paddy,Premium,43092,Kgs,34
ARR0005712,12/8/2026,M024,चावल,PBW-343,"15,160.0 KG",,62
ARR0004192,5/14/2026,MANDI009,गेहूं,Pusa-1121,23200,KG,74
ARR0009713,4/17/2026,mandi_005,Cotton,Pusa-1121,39512,Kgs,47
ARR0005529,18.06.2026,MANDI016,Corn,Local,416.11 qtl,,NA
ARR0015740,19/03/2026,M044,Dhaan,HD-2967,"18,431.0 KG",,NA
ARR0001816,28.01.2026,mandi_016,Narma,Pusa-1121,362.65 qtl,,64
ARR0009321,9/8/2026,MANDI046,धान,,15324,KG,NA
ARR0003211,8/15/2026,MANDI029,wheat,PBW-343,35.175,MT,98
ARR0014236,1/24/2026,MANDI035,गेहूं,PBW-343,36.212,MT,14
ARR0007307,3/6/2026,MANDI-056,सरसों,Hybrid,283.98,Q,138
ARR0023057,3/3/2026,M043,Corn,Premium,-487.58,KG,136
ARR0020032,11.08.2026,MANDI005,मक्का,Premium,21.711,Tonnes,NA
ARR0006934,29.08.2026,M036,Mustard,,333.57,quintal,150
ARR0014418,2/1/2026,mandi_054,Sugarcane,Hybrid,424.52,quintal,107
ARR0013062,19/07/2026,MANDI-017,Rice,,"20,546.0 KG",,69
ARR0015863,4/16/2026,mandi041,Sugarcane,Premium,326.93,quintal,103
ARR0003114,1/2/2026,MANDI033,Makka,PBW-343,255.88,Quintals,120
ARR0005043,3/10/2026,mandi034,मक्का,Hybrid,18.611,tonnes,NA
ARR0008655,2/15/2026,mandi025,Sarso,HD-2967,"39,208.0 KG",,74
ARR0000867,8/20/2026,MANDI025,wheat,Premium,14227,KG,67
ARR0016335,1/15/2026,MANDI-010,Basmati,HD-2967,46081,kg,58
ARR0012849,1/14/2026,MANDI-043,गन्ना,Premium,181.37 qtl,,98
ARR0015594,16/04/2026,MANDI025,कपास,HD-2967,-461.91,Qtl,90
ARR0013183,15/03/2026,MANDI039,Corn,,26150,Kilo,104
ARR0001057,27.06.2026,M006,Gehun,,19621,KG,63
ARR0011504,4/9/2026,MANDI019,Sarso,Pusa-1121,266.88,quintal,NA
ARR0003201,28.08.2026,MANDI044,cotton,Premium,95.84,qtl,54
ARR0013839,1/31/2026,MANDI009,mustard,PBW-343,"18,897.0 KG",,19
ARR0002172,2/3/2026,MANDI030,WHEAT,Hybrid,28414,kg,55
ARR0005383,13-Jan-26,MANDI032,मक्का,,319.04 qtl,,45
ARR0023768,19.01.2026,mandi044,Wheat,Hybrid,"48,053.0 KG",,130
ARR0014582,7/27/2026,MANDI-034,कपास,Hybrid,188.23,Qtl,104
ARR0006259,17/06/2026,MANDI011,GEHUN,Local,287.97 qtl,,81
ARR0016600,19.07.2026,mandi008,Basmati,Premium,33.668,MT,118
ARR0006425,4/5/2026,mandi_053,Cotton,,35384,KG,106
ARR0003456,3/9/2026,MANDI-013,गन्ना,PBW-343,23.222,T,80
ARR0004227,27-Jan-26,M046,paddy,Premium,"45,546.0 KG",,34
ARR0011792,16.05.2026,mandi028,Sugarcane,Premium,49.062,T,44
ARR0006866,22/02/2026,M036,WHEAT,,56.6,Qtl,138
ARR0016452,12-May-26,MANDI056,गेहूं,Premium,38428,kg,18
ARR0004344,1/12/2026,MANDI003,Sugarcane,Pusa-1121,428.93,Qtl,106
ARR0001191,8/6/2026,MANDI036,Narma,PBW-343,39.806,Tonnes,100
ARR0001806,25-Jul-26,MANDI040,कपास,HD-2967,266.07,qtl,NA
ARR0021894,15/05/2026,MANDI056,Corn,Local,41.896,Tonnes,NA
ARR0001890,3/7/2026,MANDI036,Ganna,,"34,986.0 KG",,87
ARR0009527,02.02.2026,MANDI-038,Cotton,Premium,46.51,Qtl,81
ARR0005721,13.02.2026,MANDI023,Kanak,Pusa-1121,356.43,Quintals,NA
ARR0019726,8/24/2026,MANDI004,Sarso,Pusa-1121,1.95,Tonnes,23
ARR0000424,8/27/2026,MANDI046,mustard,Pusa-1121,263.32,quintal,105
ARR0013677,14/07/2026,mandi055,Sarson,Premium,40399,Kgs,102
ARR0009150,8/5/2026,MANDI034,सरसों,,15.13,Qtl,63
ARR0003003,2/12/2026,MANDI056,सरसों,Pusa-1121,43.83,tonnes,11
ARR0000313,7/24/2026,MANDI018,Dhaan,Hybrid,265.1 qtl,,89
ARR0021707,11/5/2026,MANDI-019,Narma,Local,23893,Kilo,84
ARR0013339,27/05/2026,M056,Cotton,Premium,160.83,quintal,51
ARR0012693,2/7/2026,mandi_045,Kapas,Pusa-1121,37.63,Qtl,87
ARR0003800,9/9/2026,MANDI-042,Narma,Local,35429,kg,53
ARR0020804,04.08.2026,mandi012,Basmati,Local,40.807,tonnes,132
ARR0012805,4/6/2026,MANDI042,चावल,,200.01 qtl,,21
ARR0023925,3/13/2026,MANDI-018,Narma,,47.429,T,5
ARR0004985,4/8/2026,15,Wheat,PBW-343,-334.95,KG,124
ARR0004246,24.01.2026,6,Sarson,PBW-343,18745,Kilo,48
ARR0024036,29/01/2026,MANDI007,sugarcane,PBW-343,38793,KG,77
ARR0016287,4/17/2026,M042,Maize,PBW-343,39370,KG,81
ARR0004795,5/11/2026,MANDI050,Ganne,,391.36 qtl,,60
ARR0020002,3-Aug-26,MANDI053,कपास,PBW-343,383.35,qtl,55
ARR0011052,6/15/2026,mandi_053,GEHUN,Hybrid,43.149,T,34
ARR0011193,17/06/2026,mandi_046,Ganne,,"43,188.0 KG",,84
ARR0008351,1/14/2026,MANDI-031,चावल,Hybrid,37410,Kilo,78
ARR0002596,16-May-26,MANDI048,Maize,Pusa-1121,287.02,qtl,125
ARR0023879,2/7/2026,MANDI042,mustard,HD-2967,251.07 qtl,,15
ARR0020211,6/7/2026,MANDI018,Corn,PBW-343,39.814,Tonnes,77
ARR0001969,20.03.2026,MANDI042,चावल,Hybrid,70.92,quintal,115
ARR0021090,7/5/2026,MANDI-018,Narma,Premium,252.8 qtl,,40
ARR0015815,2/3/2026,MANDI016,Kanak,Hybrid,7883,KG,25
ARR0005344,16/02/2026,mandi_044,Cotton,Premium,56.59,Q,30
ARR0023418,7/7/2026,MANDI009,WHEAT,Local,37.851,T,47
ARR0007469,1/29/2026,1,Gehun,Local,33227,Kgs,14
ARR0006242,8/10/2026,MANDI011,Mustard,Pusa-1121,287.71,Q,126
ARR0024016,4/29/2026,mandi_040,Cotton,Hybrid,32.397,Tonnes,72
ARR0014469,6/5/2026,MANDI047,Rice,,30.377,T,67
ARR0021706,18-Mar-26,MANDI011,Basmati,Premium,30.186,MT,73
ARR0023740,1/25/2026,mandi_037,cotton,Premium,218.21 qtl,,43
ARR0012470,6/10/2026,MANDI-042,Paddy,Local,72.15,Qtl,76
ARR0008609,7/24/2026,mandi007,Mustard,HD-2967,445.65 qtl,,15
ARR0022828,01.08.2026,MANDI053,Dhaan,PBW-343,26.279,T,128
ARR0011488,5/3/2026,MANDI023,Sarson,HD-2967,314.29,Q,NA
,9/8/2026,MANDI055,Narma,,18929,KGS,127
ARR0000502,2-Jul-26,MANDI050,Ganne,Hybrid,2647,KGS,NA
ARR0011779,4/22/2026,mandi_018,कपास,Hybrid,"31,070.0 KG",,36
ARR0021991,6/4/2026,MANDI040,Narma,HD-2967,38012,KGS,42
ARR0021329,4/29/2026,mandi_025,मक्का,Premium,"49,065.0 KG",,85
ARR0014476,3/6/2026,28,sugarcane,Pusa-1121,125.29,qtl,145
ARR0004392,5/1/2026,M053,सरसों,HD-2967,459.39,Q,34
ARR0004521,4/10/2026,MANDI051,Basmati,Local,5.891,T,6
ARR0005876,8/22/2026,MANDI050,Ganne,Local,462.47,Quintals,37
ARR0020364,8/6/2026,5,Makka,PBW-343,49.702,tonnes,NA
ARR0017308,3/16/2026,MANDI-044,corn,Pusa-1121,8275,kg,NA
ARR0022072,5/26/2026,40,Corn,HD-2967,33.53,Qtl,141
ARR0006889,5/6/2026,mandi_025,Corn,,"30,197.000000000004 KG",,26
ARR0020647,7-Apr-26,mandi014,corn,Local,120.17 qtl,,54
ARR0022749,10/1/2026,MANDI049,Cotton,Local,376.2,quintal,132
ARR0001744,2/13/2026,MANDI-029,Sarso,Local,126.19 qtl,,55
ARR0010466,08.06.2026,mandi011,Paddy,Pusa-1121,-358.48,Qtl,NA
ARR0011498,22-Jan-26,M032,कपास,HD-2967,13648,KG,NA
ARR0009677,5-Feb-26,mandi_018,Sugarcane,HD-2967,33.302,Tonnes,NA
ARR0002228,21/02/2026,MANDI027,Rice,Local,"4,512.0 KG",,45
ARR0014881,7/13/2026,MANDI042,Wheat,HD-2967,18.76,Qtl,NA
ARR0021462,18-Jan-26,mandi_032,Mustard,Hybrid,424.35,Q,90
ARR0005573,5/16/2026,MANDI007,Paddy,Local,28342,Kilo,64
ARR0017368,02.08.2026,MANDI-050,Maize,,6164,kg,126
ARR0011767,6/6/2026,MANDI036,mustard,Hybrid,192.21 qtl,,58
ARR0008293,5/1/2026,MANDI018,Ganna,Pusa-1121,280.27 qtl,,74
ARR0007899,5/8/2026,mandi037,Ganna,Premium,11811,KGS,111
ARR0022092,04.07.2026,mandi002,Cotton,Pusa-1121,"36,615.0 KG",,75
ARR0000324,17.03.2026,49,paddy,Pusa-1121,33.878,Tonnes,79
ARR0020548,3/25/2026,MANDI054,Rice,HD-2967,42.706,MT,51
ARR0017996,1/31/2026,MANDI-057,Gehun,Pusa-1121,"35,861.0 KG",,NA
ARR0003452,14-Feb-26,MANDI-005,गेहूं,,226.84,qtl,9
ARR0016817,8/2/2026,M039,Maize,Premium,8.381,MT,88
ARR0009659,22/04/2026,MANDI057,wheat,Premium,7.86,T,82
ARR0006966,25.01.2026,MANDI002,Sarso,PBW-343,48.86 qtl,,80
ARR0017871,12/6/2026,MANDI029,सरसों,Hybrid,305.48 qtl,,NA
ARR0014765,3/17/2026,MANDI051,Narma,Hybrid,7230,KG,82
ARR0019139,2/14/2026,MANDI037,Sugarcane,Premium,15.632,Tonnes,NA
ARR0013043,4/15/2026,mandi027,sugarcane,Local,7624,Kgs,98
ARR0022494,20-May-26,MANDI-039,Mustard,PBW-343,498.61,quintal,128
ARR0019400,26.05.2026,MANDI010,मक्का,Premium,"37,945.0 KG",,77
ARR0020729,17.02.2026,mandi_032,Kanak,PBW-343,"44,830.0 KG",,NA
ARR0006516,5/9/2026,MANDI-029,चावल,Premium,310.44,Qtl,NA
ARR0006683,23-Feb-26,MANDI-001,Sarso,PBW-343,8.773,MT,45
ARR0004547,28.02.2026,MANDI-028,गेहूं,Pusa-1121,41137,kg,83
ARR0014691,1/8/2026,MANDI055,cotton,Pusa-1121,397.04,qtl,32
ARR0004690,13-Jul-26,MANDI-042,Ganna,Premium,20813,KG,5
ARR0018870,3/19/2026,mandi_045,WHEAT,HD-2967,28.659,tonnes,31
ARR0014138,6-Apr-26,M007,sugarcane,Premium,40089,Kgs,NA
ARR0015761,2/9/2026,MANDI043,paddy,Local,9120,kg,41
ARR0013345,5/4/2026,MANDI-035,Basmati,Pusa-1121,353.55,quintal,83
ARR0012472,7-Apr-26,M004,Maize,PBW-343,22666,kg,107
ARR0010820,8/30/2026,MANDI051,Ganne,Hybrid,45.388,MT,19
ARR0002982,21-Apr-26,MANDI017,GEHUN,HD-2967,14843,KG,78
ARR0000151,3/26/2026,mandi030,Gehun,Local,3219,KG,51
ARR0005664,9/7/2026,MANDI001,Narma,Pusa-1121,47.266,Tonnes,90
ARR0011287,5/26/2026,mandi054,Makka,PBW-343,39.748,Tonnes,111
ARR0020688,2-Apr-26,MANDI002,cotton,,1.05,MT,119
ARR0009200,1/31/2026,MANDI012,Paddy,HD-2967,39692,Kilo,119
ARR0023336,14-Feb-26,MANDI-041,Sarson,Premium,-67.76,Qtl,126
ARR0003464,2/6/2026,MANDI005,Gehun,Local,-453.03,Qtl,80
ARR0006341,4/10/2026,MANDI001,Sarson,HD-2967,-278.82,KG,NA
ARR0006880,5/9/2026,MANDI012,cotton,Premium,16.05,T,NA
ARR0012931,1/21/2026,MANDI-001,Sarson,HD-2967,16.484,tonnes,90
ARR0001823,6/7/2026,MANDI048,सरसों,HD-2967,39.99,Quintals,23
ARR0002886,6-May-26,MANDI024,Makka,,276.74,Quintals,68
ARR0005091,27.04.2026,mandi_053,sugarcane,Premium,408.11,Q,NA
ARR0001484,18-Jan-26,M026,GEHUN,,44.49,Qtl,112
ARR0001611,7/6/2026,MANDI046,Cotton,HD-2967,"9,969.0 KG",,127
ARR0004179,8/12/2026,MANDI006,Dhaan,PBW-343,136.11,quintal,148
ARR0006803,8/25/2026,mandi050,mustard,HD-2967,236.18,quintal,134
ARR0014426,1-Sep-26,M009,corn,HD-2967,19483,Kgs,145
ARR0012909,18.05.2026,MANDI018,Kapas,Pusa-1121,50.24 qtl,,45
ARR0019604,28-Apr-26,mandi011,cotton,Local,6892,KG,92
ARR0004606,26/04/2026,MANDI041,गेहूं,Pusa-1121,"17,875.0 KG",,45
ARR0024171,2/6/2026,MANDI048,सरसों,Pusa-1121,24.6,Tonnes,91
ARR0019453,4/12/2026,MANDI043,mustard,Premium,12.965,tonnes,149
ARR0004885,1/27/2026,MANDI002,Dhaan,Local,1.14,T,72
ARR0015253,02.08.2026,MANDI009,corn,PBW-343,"19,518.0 KG",,38
ARR0019161,1/24/2026,MANDI057,Maize,HD-2967,"13,029.0 KG",,91
ARR0004686,30.05.2026,mandi050,Sugarcane,Pusa-1121,"42,352.0 KG",,113
ARR0016786,2/8/2026,MANDI041,चावल,HD-2967,27495,kg,95
ARR0000641,17/04/2026,mandi009,सरसों,Pusa-1121,49168,KGS,126
ARR0014282,7/3/2026,MANDI041,Sarson,Local,464.88,quintal,NA
ARR0021013,4/19/2026,MANDI015,Dhaan,Hybrid,42.34 qtl,,84
ARR0024449,2/16/2026,MANDI026,Sarso,Pusa-1121,11.37 qtl,,72
ARR0004845,28.04.2026,mandi007,cotton,HD-2967,7430,KG,70
ARR0021413,08.09.2026,MANDI-003,Corn,HD-2967,21319,KGS,129
ARR0020015,5-May-26,MANDI010,Makki,HD-2967,"10,004.0 KG",,34
ARR0008337,25/04/2026,M021,Sarson,Local,17600,kg,NA
ARR0015277,17-Jan-26,23,सरसों,HD-2967,-115.07,KG,65
ARR0004398,7/30/2026,MANDI048,Ganna,Local,28994,KG,17
ARR0018215,6/15/2026,MANDI002,गन्ना,,79.53,Qtl,39
ARR0021703,27-Jul-26,mandi046,mustard,Premium,6.504,MT,118
ARR0002233,6/8/2026,MANDI057,गेहूं,Local,39.928,T,25
ARR0020340,2/4/2026,M010,Basmati,Hybrid,30.403,Tonnes,28
ARR0024476,6-Jun-26,MANDI-041,Ganne,,293.18,qtl,70
ARR0015569,20.03.2026,mandi041,मक्का,HD-2967,6.732,T,66
ARR0022564,3/5/2026,MANDI021,कपास,Local,42.315,T,24
ARR0024081,2/6/2026,MANDI001,मक्का,Premium,17.658,T,114
ARR0003510,01.04.2026,MANDI-026,Maize,Pusa-1121,32851,kg,NA
ARR0000734,3/7/2026,MANDI046,Gehun,Hybrid,18424,KG,108
ARR0015674,4/22/2026,mandi042,Sugarcane,Hybrid,34.247,MT,46
ARR0022790,16-Mar-26,mandi037,Mustard,Local,313.96,Q,21
ARR0020348,13-Mar-26,MANDI024,paddy,Pusa-1121,27.455,Tonnes,93
ARR0004673,5/12/2026,MANDI-019,corn,Pusa-1121,269.07,Qtl,122
ARR0000513,29/04/2026,MANDI038,Rice,Hybrid,45016,Kgs,121
ARR0020377,1/25/2026,mandi034,wheat,Premium,36549,Kgs,63
ARR0011336,23-Jan-26,mandi_001,mustard,,"10,119.0 KG",,129
ARR0010581,11.04.2026,MANDI005,कपास,,14029,KGS,NA
ARR0021812,23/03/2026,M031,Kanak,Pusa-1121,28.564,tonnes,135
ARR0005099,3/7/2026,mandi057,Makki,,49.995,Tonnes,71
ARR0016868,25-Aug-26,MANDI006,Chawal,Hybrid,43.979,T,119
ARR0019345,3-May-26,MANDI019,Ganna,,41.03,Q,130
ARR0006548,3/3/2026,M019,Sarson,Local,31.328,MT,123
ARR0004814,3/11/2026,MANDI033,Makka,Local,14970,kg,29
ARR0017792,4/23/2026,MANDI009,Paddy,,41038,KG,135
ARR0004116,2/23/2026,MANDI050,Maize,Local,121.3,qtl,77
ARR0006189,3/31/2026,MANDI001,sugarcane,Local,32011,KG,147
ARR0021648,08.04.2026,M053,Ganne,,444.22 qtl,,40
ARR0013689,23/04/2026,MANDI031,wheat,,354.62 qtl,,37
ARR0024281,4/28/2026,mandi046,Ganne,Pusa-1121,19440,Kilo,109
ARR0003419,16/01/2026,MANDI040,चावल,Premium,39637,Kilo,135
ARR0013942,8/29/2026,MANDI038,धान,Hybrid,175.66,Q,61
ARR0006879,06.03.2026,MANDI031,मक्का,Premium,34.115,T,26
ARR0016918,9-Mar-26,MANDI047,सरसों,Local,31.23,tonnes,106
ARR0006046,19-Mar-26,MANDI-042,Basmati,Pusa-1121,295.71 qtl,,103
ARR0016338,14.01.2026,MANDI-005,Sarson,HD-2967,157.17 qtl,,94
ARR0006481,16/05/2026,MANDI-021,Corn,Local,83.16,qtl,95
ARR0005827,3/4/2026,MANDI-056,कपास,,351.23,qtl,66
ARR0010910,17/07/2026,MANDI020,sugarcane,,13.032,tonnes,9
ARR0004048,2/6/2026,mandi_015,cotton,,369.95,Quintals,45
ARR0004773,06.05.2026,MANDI029,Cotton,,97.08 qtl,,143
ARR0006424,9/3/2026,MANDI008,WHEAT,HD-2967,119.74,qtl,71
ARR0003549,17.07.2026,M039,गन्ना,Pusa-1121,"25,401.0 KG",,114
ARR0010338,5/25/2026,M009,कपास,,"33,468.0 KG",,134
ARR0004376,2/6/2026,mandi012,गन्ना,Local,292.09,Qtl,5
ARR0024011,6/9/2026,MANDI016,cotton,HD-2967,100.74,Quintals,46
ARR0010247,12.03.2026,MANDI003,Corn,PBW-343,"21,604.0 KG",,95
ARR0011995,8/5/2026,MANDI-006,Maize,Premium,"37,072.0 KG",,34
,27/06/2026,M056,Dhaan,Hybrid,-255.96,Qtl,67
ARR0001247,2/20/2026,MANDI-010,Gehun,Pusa-1121,130.23,Qtl,24
ARR0003001,6/28/2026,MANDI-042,Ganna,PBW-343,18.517,tonnes,72
ARR0012984,6/1/2026,MANDI039,Wheat,Pusa-1121,-408.44,Qtl,70
ARR0019141,05.08.2026,MANDI018,Kapas,Hybrid,-377.78,KG,78
ARR0006600,25-Feb-26,MANDI014,चावल,Hybrid,22.035,tonnes,134
ARR0021269,1/26/2026,MANDI045,गेहूं,PBW-343,232.0 qtl,,133
ARR0004406,13/03/2026,mandi_039,Chawal,Local,40.113,tonnes,117
ARR0004306,4/24/2026,M051,Sarson,HD-2967,-294.64,KG,131
ARR0016467,7/4/2026,MANDI036,मक्का,PBW-343,48810,Kgs,132
ARR0002347,26-Feb-26,MANDI013,Ganne,HD-2967,14757,kg,150
ARR0013974,17/02/2026,MANDI017,wheat,,492.43,Quintals,117
ARR0016487,5/16/2026,MANDI037,mustard,Premium,2.245,MT,116
ARR0020451,7/4/2026,M035,Rice,PBW-343,306.84,Quintals,123
ARR0007192,7/30/2026,mandi041,Makki,,63.62,qtl,10
ARR0003504,30/03/2026,mandi_029,paddy,Local,45.411,tonnes,82
ARR0017221,23.03.2026,MANDI052,Dhaan,Local,18.776,Tonnes,96
ARR0016237,4/16/2026,MANDI012,WHEAT,,-340.95,Qtl,NA
ARR0001941,6/1/2026,MANDI016,Gehun,Hybrid,5716,Kilo,35
ARR0004406,13/03/2026,mandi_039,Chawal,Local,40.113,tonnes,117
ARR0022512,28/07/2026,mandi_011,wheat,PBW-343,40.882,tonnes,25
ARR0018732,31.01.2026,MANDI047,WHEAT,,-299.47,Qtl,138
ARR0018959,12/4/2026,MANDI-026,wheat,Hybrid,17609,KGS,58
ARR0012188,3/20/2026,MANDI019,mustard,Hybrid,11152,Kgs,150
ARR0015655,9/7/2026,MANDI034,Sarso,Local,160.41,Quintals,45
ARR0013025,30/07/2026,MANDI012,Kanak,HD-2967,4.117,tonnes,137
ARR0009443,9/5/2026,MANDI-036,Corn,Local,13.938,tonnes,40
ARR0020270,5/23/2026,MANDI028,Sarson,,42.477,T,113
ARR0000853,7/22/2026,MANDI033,Chawal,,29.316,T,26
ARR0020924,02.02.2026,M012,गेहूं,HD-2967,446.71 qtl,,8
ARR0019133,3/6/2026,MANDI030,Ganne,Hybrid,15.373,Tonnes,124
ARR0021445,16.02.2026,MANDI022,Sarson,Pusa-1121,44.261,tonnes,50
ARR0006905,2/6/2026,mandi_031,Chawal,Premium,46882,Kgs,12
ARR0013685,7-Aug-26,MANDI-002,सरसों,Local,360.53 qtl,,150
ARR0010853,14-Jun-26,MANDI014,GEHUN,Pusa-1121,-231.64,Qtl,30
ARR0008366,11.04.2026,MANDI027,corn,PBW-343,487.07 qtl,,NA
ARR0008410,19/04/2026,MANDI-004,Ganne,Pusa-1121,20340,KGS,86
ARR0019083,3/6/2026,MANDI-010,कपास,PBW-343,17.792,MT,131
ARR0009876,1/31/2026,mandi002,गन्ना,HD-2967,87.52,qtl,81
ARR0019103,31/03/2026,MANDI008,wheat,Pusa-1121,32804,KG,115
ARR0015181,19-Jan-26,MANDI016,Chawal,Premium,"27,914.0 KG",,41
ARR0011203,1/7/2026,MANDI013,Corn,Premium,393.67 qtl,,100
ARR0007052,1/15/2026,10,Paddy,Pusa-1121,440.11,qtl,49
ARR0009540,1/14/2026,mandi_054,गेहूं,,9708,KG,24
ARR0007418,6/26/2026,MANDI040,wheat,Hybrid,"6,048.0 KG",,NA
ARR0011404,4/21/2026,MANDI047,Makki,HD-2967,49.119,tonnes,12
ARR0007173,21.03.2026,MANDI053,sugarcane,Pusa-1121,381.92,Qtl,NA
ARR0002648,21-Apr-26,M001,Mustard,PBW-343,35.409,MT,50
ARR0002565,5/31/2026,mandi030,Basmati,PBW-343,82.82,Q,92
ARR0023156,27/02/2026,M001,paddy,,22.742,tonnes,67
ARR0007242,11/1/2026,MANDI027,गन्ना,Local,"21,432.0 KG",,8
ARR0002593,23/05/2026,MANDI051,wheat,HD-2967,24.497,Tonnes,100
ARR0001902,2/28/2026,M033,Dhaan,,30431,kg,9
ARR0013039,8/3/2026,MANDI054,paddy,Premium,32.124,Tonnes,118
ARR0022693,30/07/2026,mandi_045,Rice,Local,293.51 qtl,,47
ARR0013340,22/01/2026,MANDI-011,wheat,PBW-343,46.977,Tonnes,NA
ARR0022044,07.08.2026,MANDI008,Basmati,PBW-343,462.88,Quintals,137
ARR0023884,4/18/2026,MANDI004,Cotton,Hybrid,17839,KG,112
ARR0000275,6/13/2026,mandi021,Makki,PBW-343,19.212,MT,23
ARR0000168,1/24/2026,MANDI-002,Sarso,Local,33.671,MT,NA
ARR0016644,20-Feb-26,MANDI010,WHEAT,,"37,052.0 KG",,87
ARR0022988,3/1/2026,MANDI023,Dhaan,PBW-343,8.066,MT,35
